id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
13250,7.2,0.5,0.18,2.3,0.078,7.0,28.0,0.9964,3.27,0.64,9.7,5.0
13251,8.9,0.46,0.24,1.8,0.087,14.0,31.0,0.9994,3.21,0.73,9.8,6.0
13252,9.8,0.28,0.49,1.8,0.122,15.0,27.0,0.9982,3.14,0.59,9.5,5.0
13253,11.8,0.45,0.49,5.8,0.062,5.0,20.0,1.001,3.22,0.6,10.8,6.0
13254,7.2,0.66,0.0,1.4,0.078,29.0,46.0,0.99572,3.41,0.48,11.1,7.0
13255,10.4,0.37,0.47,1.9,0.067,6.0,12.0,0.99562,3.1,0.83,11.6,7.0
13256,9.1,0.58,0.4,2.1,0.07,31.0,145.0,0.9976,3.18,0.61,9.0,6.0
13257,10.4,0.39,0.49,2.5,0.092,10.0,28.0,0.9972,3.11,0.68,10.1,6.0
13258,8.3,0.58,0.26,1.8,0.094,6.0,21.0,0.9964,3.34,0.56,9.9,5.0
13259,7.5,0.38,0.44,2.0,0.079,10.0,24.0,0.998,3.34,0.54,10.0,6.0
13260,7.9,0.58,0.2,1.9,0.067,15.0,31.0,0.9955,3.26,0.55,9.2,6.0
13261,8.6,0.39,0.3,2.3,0.095,8.0,25.0,0.9974,3.14,0.71,9.5,5.0
13262,8.1,0.58,0.02,2.6,0.081,13.0,27.0,0.9996,3.48,0.56,9.3,6.0
13263,8.9,0.46,0.29,2.3,0.079,23.0,89.0,0.9967,3.18,0.62,9.2,6.0
13264,9.4,0.35,0.49,2.2,0.076,16.0,34.0,0.99374,3.44,0.81,11.4,6.0
13265,7.1,0.59,0.03,2.5,0.068,18.0,77.0,0.9991,3.15,0.59,11.3,4.0
13266,6.6,0.54,0.31,1.7,0.076,16.0,41.0,0.9974,3.41,0.6,9.5,5.0
13267,5.6,0.7,0.25,2.0,0.07,21.0,58.0,0.9988,3.32,0.58,10.5,6.0
13268,7.8,0.58,0.2,1.6,0.071,16.0,42.0,0.9978,3.34,0.56,9.5,6.0
13269,9.6,0.52,0.24,2.6,0.068,6.0,37.0,0.9955,3.21,0.76,11.5,7.0
13270,12.6,0.57,0.66,2.2,0.065,7.0,22.0,0.99518,3.2,0.63,10.1,6.0
13271,6.4,0.48,0.0,1.8,0.079,5.0,27.0,0.9973,3.32,0.54,10.5,5.0
13272,6.5,0.67,0.02,1.8,0.086,18.0,35.0,0.99534,3.52,0.54,11.2,7.0
13273,6.6,0.59,0.0,2.2,0.084,11.0,43.0,0.9988,3.58,0.59,10.3,5.0
13274,8.4,0.36,0.42,2.3,0.09,5.0,16.0,0.9963,3.22,0.69,11.9,5.0
13275,11.5,0.21,0.49,1.9,0.076,12.0,28.0,0.9986,3.22,0.57,12.0,6.0
13276,9.0,0.37,0.24,2.6,0.084,5.0,20.0,0.99572,3.29,0.62,10.3,5.0
13277,8.9,0.35,0.26,1.5,0.05,11.0,31.0,0.9982,3.4,0.64,9.4,6.0
13278,9.3,0.48,0.24,2.3,0.0969999999999999,10.0,18.0,0.9976,3.24,0.58,12.0,7.0
13279,6.6,0.73,0.08,1.8,0.076,6.0,30.0,0.99578,3.47,0.62,10.2,5.0
13280,9.0,0.685,0.15,2.1,0.104,21.0,59.0,0.9964,3.23,0.8,9.8,5.0
13281,7.5,0.43,0.29,1.9,0.074,17.0,24.0,0.998,3.22,0.6,9.5,5.0
13282,9.4,0.49,0.49,2.2,0.07,5.0,15.0,0.9986,3.31,0.57,11.2,4.0
13283,7.8,0.53,0.01,2.2,0.076,8.0,35.0,0.9958,3.33,0.59,9.5,4.0
13284,7.6,0.745,0.0,2.1,0.0559999999999999,16.0,47.0,0.99736,3.38,0.47,11.7,7.0
13285,9.7,0.42,0.53,2.0,0.084,22.0,44.0,0.9978,3.34,0.62,9.5,5.0
13286,6.7,0.6,0.01,2.0,0.084,17.0,63.0,0.9991,3.37,0.52,12.0,6.0
13287,9.0,0.32,0.4,2.6,0.098,6.0,15.0,0.9994,3.31,0.76,9.7,5.0
13288,6.3,0.48,0.0,2.0,0.085,8.0,16.0,0.99652,3.36,0.6,9.8,6.0
13289,7.7,0.645,0.0,2.3,0.074,7.0,20.0,0.9965,3.26,0.61,9.7,6.0
13290,7.8,0.59,0.05,2.6,0.078,10.0,21.0,0.99642,3.47,0.53,10.7,5.0
13291,8.0,0.53,0.26,2.3,0.089,28.0,64.0,0.99656,3.45,0.49,9.2,5.0
13292,7.2,0.37,0.33,2.5,0.08,20.0,49.0,0.99774,3.33,0.66,10.0,6.0
13293,9.1,0.38,0.49,2.0,0.076,11.0,32.0,0.99702,3.27,0.62,9.5,6.0
13294,8.8,0.48,0.26,2.1,0.0819999999999999,12.0,62.0,0.9964,3.38,0.49,9.8,5.0
13295,10.9,0.45,0.43,2.1,0.08,25.0,42.0,0.9968,3.26,0.79,9.5,5.0
13296,8.0,0.64,0.21,2.1,0.064,3.0,12.0,0.9976,3.38,0.57,10.9,4.0
13297,9.0,0.46,0.22,2.1,0.065,15.0,58.0,0.9988,3.41,0.64,9.8,5.0
13298,8.7,0.59,0.2,2.6,0.08,41.0,53.0,0.9979,3.29,0.81,9.3,5.0
13299,7.0,0.67,0.0,1.8,0.078,6.0,21.0,0.99652,3.44,0.63,11.6,6.0
13300,10.7,0.52,0.14,2.2,0.091,6.0,20.0,0.99498,3.34,0.69,10.1,4.0
13301,7.7,0.67,0.04,2.0,0.084,14.0,87.0,0.9958,3.34,0.54,9.3,6.0
13302,7.1,0.48,0.14,2.4,0.109,8.0,22.0,0.99516,3.42,0.56,8.7,6.0
13303,8.0,0.44,0.34,1.4,0.118,15.0,27.0,0.99636,3.17,0.85,10.0,7.0
13304,8.9,0.4,0.43,3.0,0.078,17.0,60.0,0.99258,3.26,0.76,11.0,7.0
13305,8.9,0.5,0.46,2.9,0.066,9.0,17.0,0.9976,3.26,0.57,11.4,7.0
13306,7.6,0.74,0.01,2.0,0.065,21.0,48.0,0.99631,3.34,0.62,11.6,5.0
13307,9.1,0.4,0.34,1.8,0.074,3.0,10.0,0.9972,3.34,0.54,9.4,6.0
13308,6.2,0.52,0.1,2.0,0.073,6.0,23.0,0.9982,3.5,0.5,11.4,6.0
13309,7.4,0.48,0.02,2.3,0.076,26.0,54.0,0.99572,3.22,0.55,9.8,6.0
13310,9.4,0.53,0.49,1.7,0.08,6.0,13.0,0.9974,3.28,0.49,9.9,5.0
13311,7.6,0.34,0.28,1.7,0.085,7.0,49.0,0.9962,3.31,0.7,9.5,5.0
13312,9.3,0.33,0.43,2.8,0.077,10.0,43.0,0.9967,3.25,0.6,11.6,7.0
13313,7.6,0.45,0.31,2.6,0.074,21.0,86.0,0.9978,3.48,0.6,9.2,5.0
13314,7.0,0.6,0.07,2.1,0.09,32.0,65.0,0.99616,3.34,0.64,10.1,6.0
13315,11.5,0.32,0.51,2.2,0.07,18.0,39.0,0.9982,3.3,0.62,10.1,6.0
13316,7.1,0.725,0.02,2.6,0.069,13.0,31.0,0.99448,3.42,0.59,9.4,6.0
13317,6.6,0.57,0.0,2.3,0.078,10.0,18.0,0.99576,3.4,0.63,10.0,6.0
13318,7.2,0.77,0.0,2.3,0.088,38.0,60.0,0.9976,3.2,0.48,9.6,5.0
13319,9.9,0.46,0.24,2.4,0.075,6.0,21.0,0.9984,3.34,0.62,9.4,5.0
13320,7.4,0.3,0.26,2.1,0.066,6.0,13.0,0.99444,3.51,0.68,9.9,6.0
13321,6.6,0.6,0.0,2.0,0.074,6.0,12.0,0.99668,3.44,0.64,10.9,6.0
13322,6.8,0.59,0.01,2.3,0.08,18.0,30.0,0.99489,3.44,0.59,11.8,7.0
13323,7.8,0.61,0.04,2.4,0.094,11.0,46.0,0.9958,3.56,0.6,9.0,6.0
13324,7.5,0.7,0.13,2.6,0.081,11.0,21.0,0.9959,3.48,0.72,10.7,6.0
13325,10.5,0.24,0.44,2.0,0.08,6.0,28.0,0.9972,3.2,0.67,9.5,5.0
13326,7.9,0.54,0.14,2.2,0.086,9.0,23.0,0.9994,2.94,0.56,9.8,5.0
13327,8.1,0.43,0.33,2.1,0.089,12.0,65.0,0.9959,3.4,0.66,9.9,6.0
13328,7.2,0.58,0.23,2.3,0.064,16.0,43.0,0.9958,3.44,0.54,12.5,5.0
13329,7.0,0.78,0.12,2.0,0.078,15.0,27.0,0.9974,3.38,0.55,9.3,6.0
13330,7.1,0.5,0.4,2.3,0.0969999999999999,19.0,49.0,0.9972,3.32,0.65,9.5,6.0
13331,11.1,0.29,0.49,2.8,0.0819999999999999,32.0,54.0,0.9976,3.3,0.67,10.6,7.0
13332,7.0,0.52,0.0,2.0,0.084,10.0,19.0,0.9986,3.39,0.78,10.1,6.0
13333,7.0,0.43,0.41,2.2,0.078,17.0,49.0,0.99689,3.31,0.59,10.3,6.0
13334,8.1,0.37,0.37,2.1,0.079,12.0,31.0,0.99472,3.5,0.68,10.9,5.0
13335,7.1,0.4,0.31,2.4,0.095,10.0,21.0,0.9997,3.32,0.56,9.2,4.0
13336,7.7,0.3,0.24,2.1,0.064,28.0,88.0,0.9986,3.38,0.68,9.5,5.0
13337,6.9,0.59,0.01,2.1,0.079,7.0,31.0,0.99708,3.36,0.54,10.1,5.0
13338,7.7,0.49,0.24,2.1,0.072,24.0,59.0,0.9967,3.32,0.56,10.0,6.0
13339,8.0,0.32,0.49,1.9,0.079,14.0,23.0,0.9976,3.14,0.67,9.5,5.0
13340,9.6,0.43,0.43,1.7,0.074,34.0,77.0,0.99593,3.28,0.62,10.5,5.0
13341,9.2,0.41,0.33,2.2,0.077,6.0,18.0,0.9965,3.23,0.57,10.4,6.0
13342,7.3,0.4,0.28,2.2,0.066,10.0,24.0,0.99374,3.43,0.61,10.0,6.0
13343,10.2,0.49,0.47,2.3,0.0819999999999999,18.0,54.0,0.9996,3.17,0.58,10.0,6.0
13344,9.1,0.67,0.08,1.8,0.071,5.0,13.0,0.99458,3.43,0.56,9.5,6.0
13345,7.5,0.64,0.08,1.7,0.079,5.0,15.0,0.99584,3.33,0.48,10.0,5.0
13346,8.6,0.66,0.09,2.0,0.0969999999999999,12.0,64.0,0.9969,3.37,0.61,9.8,6.0
13347,7.7,0.24,0.34,2.6,0.09,14.0,28.0,0.9978,3.3,0.6,9.4,6.0
13348,6.6,0.52,0.08,2.8,0.066,12.0,28.0,0.99408,3.42,0.68,10.7,5.0
13349,8.6,0.41,0.3,2.0,0.064,7.0,24.0,0.9978,3.38,0.8,9.6,5.0
13350,7.9,0.53,0.03,2.4,0.065,5.0,12.0,0.99668,3.36,0.62,9.5,6.0
13351,7.9,0.27,0.31,1.9,0.088,25.0,98.0,0.99622,3.3,0.66,9.9,6.0
13352,7.9,0.78,0.14,1.8,0.065,12.0,28.0,0.99744,3.2,0.55,9.7,5.0
13353,6.8,0.74,0.08,2.0,0.077,9.0,31.0,0.9971,3.57,0.55,10.0,4.0
13354,9.2,0.28,0.44,3.3,0.088,36.0,121.0,0.9996,3.29,0.68,9.4,5.0
13355,6.9,0.6,0.0,1.4,0.074,17.0,37.0,0.99612,3.41,0.66,10.1,3.0
13356,6.1,0.59,0.14,2.1,0.086,16.0,36.0,0.99702,3.35,0.72,10.7,6.0
13357,7.6,0.59,0.25,5.7,0.0579999999999999,23.0,49.0,0.99774,3.29,0.57,10.4,6.0
13358,7.8,0.61,0.0,2.1,0.071,6.0,15.0,0.9982,3.39,0.57,9.3,5.0
13359,6.7,0.56,0.0,1.8,0.076,14.0,49.0,0.9978,3.36,0.54,11.2,6.0
13360,6.2,0.53,0.0,1.8,0.068,7.0,19.0,0.996,3.51,0.56,14.0,7.0
13361,6.1,0.54,0.08,2.1,0.079,15.0,24.0,0.9957,3.41,0.61,10.4,4.0
13362,7.1,0.55,0.02,2.5,0.078,28.0,58.0,0.9988,3.4,0.61,9.5,5.0
13363,7.4,0.41,0.24,2.1,0.0819999999999999,9.0,28.0,0.99768,3.41,0.59,9.5,6.0
13364,6.8,0.58,0.17,1.9,0.076,4.0,9.0,0.99627,3.19,0.77,9.9,6.0
13365,8.2,0.41,0.44,3.0,0.079,9.0,33.0,0.99682,3.19,0.82,10.0,5.0
13366,7.0,0.48,0.32,1.8,0.0969999999999999,28.0,52.0,0.99557,3.16,0.46,9.3,5.0
13367,6.9,0.43,0.04,2.0,0.092,15.0,20.0,0.9963,3.39,0.72,11.0,7.0
13368,7.4,0.66,0.0,2.2,0.08,6.0,20.0,0.99616,3.4,0.77,10.2,6.0
13369,9.4,0.3,0.48,2.4,0.08,3.0,13.0,0.9981,3.42,0.6,12.8,6.0
13370,7.8,0.58,0.04,2.0,0.078,26.0,49.0,0.99458,3.44,0.76,9.8,4.0
13371,7.1,0.6,0.01,1.8,0.092,3.0,14.0,0.9952,3.48,0.5,9.5,6.0
13372,7.8,0.48,0.15,1.9,0.074,7.0,22.0,0.9966,3.39,0.55,10.2,6.0
13373,7.1,0.54,0.02,1.8,0.088,8.0,31.0,0.9972,3.32,0.6,9.5,5.0
13374,6.8,0.88,0.01,2.0,0.084,6.0,19.0,0.9982,3.47,0.53,10.0,5.0
13375,8.7,0.55,0.33,2.4,0.065,9.0,18.0,0.9982,3.52,0.57,10.5,6.0
13376,7.1,0.39,0.02,1.6,0.086,6.0,20.0,0.9976,3.48,0.6,9.7,5.0
13377,7.8,0.52,0.32,2.5,0.0969999999999999,18.0,84.0,0.9968,3.31,0.55,9.6,4.0
13378,6.8,0.61,0.0,2.1,0.074,6.0,12.0,0.99668,3.37,0.57,12.8,7.0
13379,8.6,0.6,0.24,1.8,0.078,7.0,31.0,0.9965,3.36,0.82,9.5,6.0
13380,9.0,0.25,0.43,2.6,0.0819999999999999,15.0,26.0,0.99642,3.21,0.54,9.4,6.0
13381,6.9,0.6,0.0,2.0,0.077,4.0,9.0,0.99458,3.45,0.58,10.1,5.0
13382,9.1,0.52,0.49,2.2,0.091,5.0,16.0,0.9948,3.2,0.63,10.5,6.0
13383,11.9,0.52,0.49,2.6,0.079,12.0,33.0,0.9991,3.27,0.74,11.8,7.0
13384,8.3,0.6,0.0,2.1,0.08,14.0,35.0,0.996,3.34,0.57,9.5,5.0
13385,9.5,0.56,0.21,2.1,0.092,5.0,13.0,0.9956,3.19,0.6,10.9,6.0
13386,10.2,0.32,0.41,2.2,0.062,5.0,14.0,0.9962,3.29,0.74,11.4,7.0
13387,8.3,0.52,0.35,2.8,0.09,7.0,59.0,0.9982,3.45,0.55,9.4,5.0
13388,8.3,0.68,0.05,1.9,0.069,28.0,64.0,0.9988,3.4,0.85,9.7,4.0
13389,7.6,0.36,0.29,2.6,0.103,32.0,66.0,0.99498,3.21,0.54,10.2,6.0
13390,7.2,0.43,0.28,1.7,0.079,30.0,44.0,0.99702,3.15,0.68,9.2,5.0
13391,7.5,0.4,0.07,2.2,0.09,11.0,42.0,0.9961,3.41,0.51,9.4,5.0
13392,7.9,0.46,0.31,2.1,0.071,34.0,105.0,0.9996,3.27,0.56,9.2,4.0
13393,8.3,0.4,0.4,2.1,0.09,10.0,18.0,0.9976,3.26,0.56,9.4,5.0
13394,6.6,0.56,0.01,1.7,0.077,5.0,19.0,0.9984,3.41,0.55,12.1,7.0
13395,7.9,0.44,0.1,2.0,0.064,16.0,35.0,0.99552,3.3,0.66,9.1,6.0
13396,6.8,0.74,0.08,2.2,0.074,10.0,31.0,0.99572,3.41,0.42,12.5,6.0
13397,7.8,0.58,0.25,2.3,0.074,13.0,31.0,0.99444,3.41,0.71,10.9,6.0
13398,12.7,0.31,0.49,2.1,0.0819999999999999,5.0,14.0,1.0002,3.17,0.59,9.4,5.0
13399,7.3,0.32,0.26,2.3,0.0969999999999999,13.0,26.0,0.9978,3.51,0.82,9.8,5.0
13400,7.8,0.63,0.0,2.8,0.078,6.0,21.0,0.99656,3.31,0.52,11.3,6.0
13401,8.4,0.5,0.49,2.5,0.1,13.0,34.0,0.9994,3.22,0.77,10.5,6.0
13402,7.3,0.715,0.07,1.7,0.071,15.0,35.0,0.99704,3.38,0.54,9.4,5.0
13403,7.1,0.725,0.0,2.1,0.0969999999999999,11.0,33.0,0.99627,3.33,0.52,10.5,5.0
13404,8.7,0.28,0.56,2.0,0.088,14.0,27.0,0.9966,3.4,0.76,9.2,6.0
13405,10.8,0.35,0.55,2.1,0.075,8.0,18.0,0.9994,3.28,0.65,10.0,5.0
13406,12.2,0.5,0.47,2.2,0.078,19.0,33.0,0.9992,3.02,0.85,11.1,6.0
13407,7.9,0.655,0.0,2.6,0.079,13.0,35.0,0.99668,3.32,0.55,12.3,7.0
13408,7.6,0.46,0.02,2.1,0.074,9.0,30.0,0.99745,3.31,0.66,9.4,5.0
13409,10.1,0.47,0.49,1.9,0.106,8.0,27.0,0.99732,3.39,0.71,11.1,7.0
13410,6.7,0.61,0.03,2.2,0.078,14.0,33.0,0.9971,3.43,0.56,9.5,6.0
13411,7.4,0.32,0.4,2.4,0.132,6.0,13.0,0.9982,3.47,0.63,11.0,7.0
13412,9.0,0.57,0.24,2.0,0.079,17.0,25.0,0.99685,3.1,0.56,10.0,6.0
13413,7.8,0.41,0.48,1.7,0.075,17.0,70.0,0.99655,3.28,0.93,9.4,5.0
13414,7.8,0.54,0.01,2.6,0.062,22.0,47.0,0.99622,3.38,0.53,10.0333333333333,6.0
13415,7.6,0.66,0.06,1.6,0.084,40.0,58.0,0.9976,3.39,0.6,9.5,6.0
13416,7.5,0.47,0.14,2.5,0.094,15.0,77.0,0.9948,3.44,0.6,9.5,5.0
13417,7.6,0.43,0.21,2.2,0.084,17.0,46.0,0.9964,3.28,0.57,9.8,5.0
13418,7.6,0.53,0.03,2.6,0.079,47.0,54.0,0.9968,3.54,0.54,9.3,5.0
13419,7.6,0.33,0.33,2.0,0.091,15.0,27.0,0.9994,3.34,0.77,9.2,6.0
13420,7.6,0.52,0.24,2.2,0.086,7.0,23.0,0.9968,3.4,0.46,9.5,5.0
13421,7.9,0.6,0.01,2.5,0.076,9.0,20.0,0.9988,3.38,0.59,9.4,5.0
13422,9.4,0.31,0.45,2.1,0.0819999999999999,16.0,86.0,0.9964,3.27,0.72,9.7,5.0
13423,8.0,0.42,0.54,2.2,0.091,11.0,18.0,0.99572,3.02,0.51,11.8,7.0
13424,6.5,0.55,0.13,1.9,0.085,5.0,16.0,0.9982,3.29,0.62,9.8,5.0
13425,7.6,0.6,0.03,2.3,0.07,23.0,119.0,0.9988,3.15,0.61,9.5,4.0
13426,6.7,0.65,0.19,5.6,0.0819999999999999,21.0,84.0,0.9971,3.2,0.56,9.5,5.0
13427,11.6,0.46,0.5,2.3,0.09,10.0,21.0,0.9973,3.16,0.47,11.0,7.0
13428,8.5,0.42,0.39,1.6,0.084,12.0,47.0,0.9966,3.16,0.83,9.5,6.0
13429,7.2,0.645,0.12,2.0,0.09,3.0,9.0,0.99552,3.34,0.57,9.4,5.0
13430,9.4,0.28,0.41,2.0,0.08,14.0,42.0,0.9982,3.24,0.62,10.0,6.0
13431,7.6,0.58,0.01,2.0,0.079,16.0,58.0,0.9957,3.28,0.47,9.9,5.0
13432,7.3,0.42,0.0,2.8,0.066,6.0,15.0,0.9984,3.61,0.78,11.0,6.0
13433,7.1,0.56,0.02,2.0,0.079,26.0,67.0,0.9982,3.39,0.61,9.3,5.0
13434,8.4,0.53,0.24,2.2,0.068,32.0,70.0,0.9966,3.36,0.61,10.2,7.0
13435,6.1,0.6,0.1,1.8,0.07,9.0,22.0,0.99708,3.39,0.48,9.8,5.0
13436,8.1,0.34,0.49,2.1,0.066,5.0,10.0,0.9986,3.24,0.65,11.4,6.0
13437,7.8,0.46,0.08,1.7,0.0819999999999999,9.0,35.0,0.99576,3.41,0.52,9.5,5.0
13438,7.0,0.53,0.26,2.4,0.08,13.0,20.0,0.99747,3.33,0.51,11.4,6.0
13439,7.4,0.66,0.0,2.0,0.062,5.0,13.0,0.99572,3.32,0.56,9.4,5.0
13440,6.7,0.61,0.08,2.0,0.081,7.0,25.0,0.9965,3.3,0.56,9.3,5.0
13441,7.7,0.61,0.0,1.9,0.077,15.0,31.0,0.99652,3.28,0.74,9.7,6.0
13442,9.3,0.48,0.31,1.9,0.076,10.0,23.0,0.9994,3.22,0.67,11.3,6.0
13443,7.0,0.87,0.07,1.8,0.077,10.0,21.0,0.996,3.26,0.5,11.6,5.0
13444,8.1,0.53,0.28,1.7,0.0819999999999999,6.0,32.0,0.9976,3.38,0.65,9.3,4.0
13445,8.3,0.49,0.05,2.1,0.095,18.0,88.0,0.9986,3.2,0.72,9.9,5.0
13446,12.8,0.29,0.34,2.2,0.075,5.0,33.0,1.0001,3.3,0.85,9.5,5.0
13447,9.0,0.47,0.48,2.6,0.07,16.0,86.0,0.9994,3.24,0.61,9.5,5.0
13448,9.9,0.49,0.31,2.3,0.077,12.0,27.0,0.9969,3.24,0.59,9.8,5.0
13449,10.0,0.32,0.49,2.0,0.118,31.0,84.0,0.99522,3.03,0.81,10.0,6.0
13450,7.2,0.54,0.17,2.6,0.076,16.0,86.0,0.9965,3.4,0.59,9.6,6.0
13451,7.8,0.5,0.26,6.4,0.086,12.0,27.0,0.9974,3.16,0.77,11.9,7.0
13452,8.2,0.36,0.3,2.2,0.079,33.0,85.0,0.9964,3.19,0.64,9.2,6.0
13453,8.2,0.69,0.0,2.0,0.095,5.0,35.0,0.9976,3.46,0.6,12.3,6.0
13454,8.0,0.44,0.21,2.5,0.077,10.0,23.0,0.9973,3.49,0.54,10.2,6.0
13455,9.2,0.53,0.36,2.0,0.08,23.0,45.0,0.9973,3.32,0.64,11.2,6.0
13456,8.6,0.31,0.34,2.4,0.0819999999999999,15.0,26.0,0.9974,3.26,0.6,9.2,6.0
13457,8.8,0.26,0.49,2.0,0.081,6.0,18.0,0.99652,3.34,0.79,10.7,6.0
13458,7.3,0.58,0.0,2.0,0.094,18.0,40.0,0.99388,3.49,0.53,10.5,5.0
13459,7.5,0.33,0.42,2.0,0.098,5.0,15.0,0.9967,3.44,0.67,9.2,6.0
13460,7.1,0.65,0.0,2.4,0.071,6.0,15.0,0.99576,3.4,0.58,10.4,6.0
13461,7.1,0.6,0.11,1.7,0.074,7.0,21.0,0.99648,3.39,0.55,9.5,6.0
13462,7.7,0.55,0.23,2.6,0.07,26.0,44.0,0.99418,3.25,0.54,11.5,6.0
13463,6.8,0.62,0.01,2.0,0.06,5.0,12.0,0.99472,3.53,0.56,12.6,5.0
13464,7.6,0.56,0.04,2.8,0.081,15.0,43.0,0.99476,3.38,0.52,10.0,7.0
13465,8.4,0.34,0.37,2.0,0.073,6.0,15.0,0.9952,3.29,0.65,11.5,6.0
13466,7.1,0.63,0.22,2.2,0.079,31.0,70.0,0.9972,3.39,0.6,9.5,6.0
13467,7.5,0.77,0.02,1.8,0.07,23.0,54.0,0.9988,3.37,0.55,9.7,6.0
13468,7.8,0.36,0.21,1.8,0.072,16.0,58.0,0.9982,3.5,0.6,9.4,5.0
13469,7.3,0.57,0.03,1.7,0.068,6.0,16.0,0.99488,3.34,0.66,11.5,5.0
13470,6.6,0.49,0.07,2.0,0.078,12.0,25.0,0.99552,3.3,0.61,10.0,6.0
13471,7.6,0.42,0.32,2.1,0.072,17.0,40.0,0.99708,3.14,0.63,9.2,6.0
13472,9.4,0.54,0.31,2.2,0.122,16.0,41.0,0.99745,3.27,0.6,9.7,5.0
13473,7.2,0.38,0.33,2.3,0.077,16.0,61.0,0.9958,3.31,0.54,9.4,5.0
13474,7.9,0.59,0.08,2.3,0.07,4.0,10.0,0.9972,3.16,0.57,10.7,6.0
13475,8.3,0.885,0.13,1.8,0.086,10.0,19.0,0.9994,3.29,0.53,9.4,5.0
13476,6.2,0.45,0.49,2.1,0.068,16.0,20.0,0.99578,3.14,0.61,9.4,6.0
13477,7.4,0.43,0.29,2.0,0.095,16.0,18.0,0.9966,3.35,0.62,11.9,7.0
13478,7.9,0.4,0.4,2.3,0.087,15.0,34.0,0.9972,3.27,1.17,9.2,5.0
13479,7.6,0.44,0.41,1.7,0.079,13.0,60.0,0.99622,3.36,0.68,11.7,6.0
13480,7.3,0.55,0.0,1.9,0.089,5.0,27.0,0.99656,3.61,0.72,10.9,5.0
13481,8.7,0.52,0.24,2.1,0.081,3.0,14.0,0.9981,3.5,0.72,9.5,5.0
13482,8.2,0.48,0.24,2.3,0.079,25.0,99.0,0.9972,3.3,0.62,9.5,5.0
13483,7.7,0.46,0.36,2.6,0.079,17.0,33.0,0.9988,3.34,0.87,10.3,6.0
13484,6.6,0.61,0.01,2.2,0.078,15.0,22.0,0.9968,3.45,0.61,10.5,7.0
13485,8.1,0.36,0.42,2.7,0.064,12.0,21.0,0.9976,3.28,0.71,11.8,6.0
13486,6.9,0.67,0.0,2.0,0.084,5.0,23.0,0.99444,3.42,0.56,11.8,6.0
13487,8.5,0.4,0.26,2.7,0.05,6.0,23.0,0.9982,3.15,0.54,9.4,5.0
13488,8.4,0.37,0.29,2.5,0.063,24.0,52.0,0.9955,3.16,0.59,11.3,7.0
13489,7.0,0.8,0.0,1.5,0.077,25.0,54.0,0.99656,3.38,0.54,10.3,5.0
13490,7.9,0.62,0.07,3.0,0.087,6.0,31.0,0.99578,3.36,0.52,10.9,5.0
13491,7.8,0.42,0.11,1.9,0.077,8.0,19.0,0.9982,3.39,0.57,9.6,5.0
13492,8.3,0.59,0.22,2.0,0.079,15.0,41.0,0.9965,3.25,0.52,11.4,7.0
13493,7.4,0.36,0.31,2.0,0.077,15.0,26.0,0.9964,3.38,0.56,10.5,6.0
13494,9.4,0.78,0.31,2.6,0.071,27.0,65.0,0.9974,3.28,0.58,9.3,6.0
13495,9.1,0.4,0.63,2.2,0.0819999999999999,17.0,38.0,0.99494,3.29,0.55,11.8,6.0
13496,9.5,0.54,0.24,2.0,0.091,16.0,86.0,0.9969,3.12,0.65,9.5,5.0
13497,8.4,0.29,0.49,2.3,0.087,5.0,12.0,0.99782,3.34,0.62,11.5,6.0
13498,7.2,0.61,0.0,2.3,0.066,21.0,58.0,0.9962,3.27,0.51,9.5,6.0
13499,7.0,0.58,0.14,1.8,0.079,12.0,66.0,0.9994,3.3,0.6,9.5,6.0
13500,8.3,0.52,0.03,2.0,0.0819999999999999,10.0,28.0,0.9983,3.31,0.57,12.8,6.0
13501,6.8,0.85,0.03,2.2,0.05,10.0,19.0,0.9964,3.36,0.56,11.4,6.0
13502,6.4,0.61,0.02,1.6,0.064,11.0,22.0,0.9958,3.28,0.56,10.1,6.0
13503,10.9,0.33,0.45,2.1,0.075,27.0,46.0,0.9968,3.25,0.69,9.8,5.0
13504,9.0,0.28,0.48,1.9,0.076,7.0,26.0,0.998,3.25,1.12,9.6,5.0
13505,7.8,0.69,0.14,2.0,0.066,14.0,28.0,0.99672,3.34,0.49,9.8,5.0
13506,7.8,0.54,0.2,2.3,0.072,12.0,29.0,0.99586,3.5,0.56,9.4,5.0
13507,9.0,0.5,0.38,2.2,0.09,16.0,36.0,0.9966,3.29,0.62,11.9,7.0
13508,9.7,0.935,0.24,2.1,0.088,5.0,16.0,0.9968,3.39,0.57,9.2,5.0
13509,9.3,0.63,0.24,2.8,0.063,12.0,49.0,0.9973,3.42,0.83,11.3,7.0
13510,8.5,0.6,0.42,2.1,0.076,22.0,110.0,0.99668,3.15,0.54,9.4,6.0
13511,7.7,0.49,0.03,1.8,0.062,12.0,27.0,0.99484,3.25,0.64,9.5,4.0
13512,7.6,0.58,0.07,2.2,0.068,5.0,10.0,0.99472,3.28,0.61,10.0,6.0
13513,6.2,0.36,0.4,2.2,0.07,17.0,42.0,0.9964,3.33,0.52,11.4,6.0
13514,8.4,0.6,0.26,3.3,0.071,6.0,23.0,0.9972,3.32,0.56,9.2,6.0
